page,tier,code,label,ps,mooe,co,total
86,2,,Rizal 1st District Engineering Office,,,551000000,551000000
86,1,,Region IVB - MIMAROPA,,,1627980000,1627980000
86,2,,Marinduque District Engineering Office,,,189500000,189500000
86,2,,Mindoro Occidental District Engineering Office,,,126000000,126000000
87,2,,Mindoro Oriental District Engineering Office,,,525000000,525000000
87,2,,Palawan 1st District Engineering Office,,,32000000,32000000
87,2,,Palawan 2nd District Engineering Office,,,25000000,25000000
87,2,,Palawan 3rd District Engineering Office,,,175000000,175000000
87,2,,Romblon District Engineering Office,,,281480000,281480000
87,2,,Southern Mindoro District Engineering Office,,,274000000,274000000
87,1,,Region V - Bicol,,,2083450000,2083450000
87,2,,Albay 1st District Engineering Office,,,60000000,60000000
87,2,,Albay 2nd District Engineering Office,,,203000000,203000000
87,2,,Albay 3rd District Engineering Office,,,80000000,80000000
87,2,,Camarines Norte District Engineering Office,,,255000000,255000000
87,2,,Camarines Sur 1st District Engineering Office,,,276575000,276575000
87,2,,Camarines Sur 2nd District Engineering Office,,,15000000,15000000
87,2,,Camarines Sur 3rd District Engineering Office,,,145000000,145000000
87,2,,Camarines Sur 4th District Engineering Office,,,136000000,136000000
87,2,,Camarines Sur 5th District Engineering Office,,,95000000,95000000
87,2,,Catanduanes District Engineering Office,,,92000000,92000000
87,2,,Masbate 1st District Engineering Office,,,95000000,95000000
87,2,,Masbate 2nd District Engineering Office,,,258000000,258000000
87,2,,Masbate 3rd District Engineering Office,,,267875000,267875000
87,2,,Sorsogon 2nd District Engineering Office,,,105000000,105000000
87,1,,Region VI - Western Visayas,,,1473900000,1473900000
87,2,,Aklan District Engineering Office,,,319000000,319000000
88,2,,Capiz 1st District Engineering Office,,,185000000,185000000
88,2,,Capiz 2nd District Engineering Office,,,192000000,192000000
88,2,,Guimaras District Engineering Office,,,354900000,354900000
88,2,,Iloilo 1st District Engineering Office,,,53000000,53000000
88,2,,Iloilo 2nd District Engineering Office,,,25000000,25000000
88,2,,Iloilo 3rd District Engineering Office,,,70000000,70000000
88,2,,Iloilo 4th District Engineering Office,,,10000000,10000000
88,2,,Iloilo 6th District Engineering Office,,,240000000,240000000
88,2,,Iloilo City District Engineering Office,,,25000000,25000000
88,1,,Negros Island Region (NIR),,,2092516000,2092516000
88,2,,Bacolod City District Engineering Office,,,272000000,272000000
88,2,,Negros Occidental 1st District Engineering Office,,,497516000,497516000
88,2,,Negros Occidental 2nd District Engineering Office,,,25000000,25000000
88,2,,Negros Occidental 3rd District Engineering Office,,,181000000,181000000
88,2,,Negros Occidental 4th District Engineering Office,,,196000000,196000000
88,2,,Negros Occidental 5th District Engineering Office,,,34000000,34000000
88,2,,Negros Oriental 1st District Engineering Office,,,147000000,147000000
88,2,,Negros Oriental 2nd District Engineering,,,206000000,206000000
88,2,,Office Negros Oriental 3rd District Engineering,,,230000000,230000000
88,2,,Office Siquijor District,,,304000000,304000000
88,1,,Engineering Office Region VII - Central Visayas,,,1538075000,1538075000
88,2,,Cebu 1st District,,,145000000,145000000
88,2,,Engineering Office Cebu 2nd District. Engineering Office,,,177000000,177000000
89,2,,Cebu 3rd District Engineering Office,,,50000000,50000000
89,2,,Cebu 4th District Engineering Office,,,65000000,65000000
89,2,,Cebu 5th District Engineering Office,,,125000000,125000000
89,2,,Cebu 6th District Engineering Office,,,501075000,501075000
89,2,,Cebu 7th District Engineering Office,,,365000000,365000000
89,2,,Cebu City District Engineering Office,,,110000000,110000000
89,1,,Region VIII - Eastern Visayas,,,1584668000,1584668000
89,2,,Biliran District Engineering Office,,,148000000,148000000
89,2,,Eastern Samar District Engineering Office,,,30000000,30000000
89,2,,Leyte 2nd District Engineering Office,,,170500000,170500000
89,2,,Leyte 3rd District Engineering Office,,,240000000,240000000
89,2,,Leyte 4th District Engineering Office,,,80000000,80000000
89,2,,Leyte 5th District Engineering Office,,,170000000,170000000
89,2,,Northern Samar 1st District Engineering Office,,,86168000,86168000
89,2,,Northern Samar 2nd District Engineering Office,,,388000000,388000000
89,2,,Samar 1st District Engineering Office,,,272000000,272000000
89,1,,Region IX - Zamboanga Peninsula,,,2077000000,2077000000
89,2,,Isabela City District Engineering Office,,,50000000,50000000
89,2,,Sulu 1st District Engineering Office,,,330000000,330000000
89,2,,Sulu 2nd District,,,150000000,150000000
89,2,,Engineering Office Zamboanga City 2nd District Engineering,,,5000000,5000000
89,2,,Office Zamboanga del Norte 1st District Engineering Office,,,120000000,120000000
89,2,,Zamboanga del Norte 2nd District Engineering,,,165000000,165000000
89,2,,Office Zamboanga del Norte 3rd District Engineering Office,,,106500000,106500000
90,2,,Zamboanga del Norte 4th District Engineering Office,,,265000000,265000000
90,2,,Zamboanga del Sur 1st District Engineering Office,,,325000000,325000000
90,2,,Zamboanga del Sur 2nd District Engineering Office,,,241000000,241000000
90,2,,Zamboanga Sibugay 1st District Engineering Office,,,164500000,164500000
90,2,,Zamboanga Sibugay 2nd District Engineering Office,,,155000000,155000000
90,1,,Region X - Northern Mindanao,,,1646820000,1646820000
90,2,,Bukidnon 2nd District Engineering Office,,,110660000,110660000
90,2,,Cagayan de Oro City 1st District Engineering Office,,,35000000,35000000
90,2,,Cagayan de Oro City 2nd District Engineering Office,,,195000000,195000000
90,2,,Camiguin District Engineering Office,,,526000000,526000000
90,2,,Iligan City District Engineering Office,,,140160000,140160000
90,2,,Lanao del Norte 1st District Engineering Office,,,140000000,140000000
90,2,,Lanao del Norte 2nd District Engineering Office,,,185000000,185000000
90,2,,Misamis Occidental District Enginecring Office,,,10000000,10000000
90,2,,Misamis Oriental 1st District Engineering Office,,,75000000,75000000
90,2,,Misamis Oriental 2nd District Engineering,,,230000000,230000000
90,1,,Office Region XI - Davao,,,879250000,879250000
90,2,,Davao de Oro 1st District Engineering Office,,,25000000,25000000
90,2,,Davao de Oro 2nd District Engineering Office,,,50000000,50000000
90,2,,Davao del Norte 2nd District Engineering Office,,,72250000,72250000
91,2,,Davao del Norte District Engineering Office,,,247000000,247000000
91,2,,Davao del Sur District Engineering Office,,,485000000,485000000
91,1,,Region XII - SOCCSKSARGEN,,,1312929000,1312929000
91,2,,Cotabato 1st District Engineering Office,,,195500000,195500000
91,2,,Cotabato 2nd District Engineering Office,,,76000000,76000000
91,2,,Cotabato 3rd District Engineering Office,,,207000000,207000000
91,2,,South Cotabato 1st District Engineering Office,,,50000000,50000000
91,2,,South Cotabato 2nd District Engineering Office,,,113500000,113500000
91,2,,Sultan Kudarat 1st District Engineering Office,,,568629000,568629000
91,2,,Sultan Kudarat 2nd District Engineering Office,,,102300000,102300000
91,1,,Region XIII - CARAGA,,,795403000,795403000
91,2,,Butuan City District Engineering Office,,,85403000,85403000
91,2,,Dinagat Islands District Engineering Office,,,290000000,290000000
91,2,,Surigao del Norte 1st District Engineering Office,,,180000000,180000000
91,2,,Surigao del Norte 2nd District Engineering Office,,,45000000,45000000
91,2,,Surigao del Sur 1st District Engineering Office,,,195000000,195000000
91,1,300226000000000,Basic Infrastructure Program (BIP) Multi - Purpose Buildings / Facilities to support Social Services Basic Infrastructure Program (BIP ) - Multi-Purpose Buildings / Facilities to support,,,40974839000,40974839000
91,1,,Social Services National Capital Region (NCR),,,16700368000,16700368000
91,2,,Central Office,,,14956998000,14956998000
91,2,,Las Pi ñ as-Muntinlupa District Engineering,,,130000000,130000000
91,2,,Office Malabon-Navotas District Engineering Office,,,5000000,5000000
92,2,,Metro Manila 1st District Engineering Office,,,460000000,460000000
92,2,,Metro Manila 2nd District Engineering Office,,,87000000,87000000
92,2,,Metro Manila 3rd District Engineering Office,,,409000000,409000000
92,2,,North Manila District Engineering Office,,,85000000,85000000
92,2,,Quezon City 1st District Engineering Office,,,470560000,470560000
92,2,,Quezon City 2nd District Engineering Office,,,15000000,15000000
92,2,,South Manila District Engineering Office,,,81810000,81810000
92,1,,Region I - Ilocos,,,1321900000,1321900000
92,2,,Ilocos Norte 2nd District Engineering Office,,,254000000,254000000
92,2,,La Union 1st District Engineering Office,,,218900000,218900000
92,2,,La Union 2nd District Engineering Office,,,58000000,58000000
92,2,,Pangasinan 1st District Engineering Office,,,191000000,191000000
92,2,,Pangasinan 2nd District Engineering Office,,,440000000,440000000
92,2,,Pangasinan 3rd District Engineering Office,,,140000000,140000000
92,2,,Pangasinan 4th District Engineering Office,,,20000000,20000000
92,1,,Cordillera Administrative Region (CAR),,,666775000,666775000
92,2,,Abra District Engineering Office,,,100000000,100000000
92,2,,Apayao 1st District Engineering Office,,,20000000,20000000
92,2,,Apayao 2nd District Engineering Office,,,55000000,55000000
92,2,,Baguio City District,,,174775000,174775000
92,2,,Engineering Office Benguet 2nd District Engineering Office,,,30000000,30000000
92,2,,Ifugao 1st District Engineering Office,,,49000000,49000000
92,2,,Ifugao 2nd District Engineering Office,,,73000000,73000000
92,2,,Lower Kalinga District Engineering Office,,,5000000,5000000
93,2,,Mountain Province 2nd District Engineering Office,,,30000000,30000000
93,2,,Mountain Province First District Engineering Office,,,110000000,110000000
93,2,,Upper Kalinga District Engineering Office,,,20000000,20000000
93,1,,Region II - Cagayan Valley,,,1855000000,1855000000
93,2,,Batanes District Engineering Office,,,150000000,150000000
93,2,,Cagayan 1st District Engineering Office,,,370000000,370000000
93,2,,Cagayan 2nd District Engineering Office,,,30000000,30000000
93,2,,Cagayan 3rd District Engineering Office,,,86000000,86000000
93,2,,Isabela 1st District Engineering Office,,,220000000,220000000
93,2,,Isabela 2nd District Engineering Office,,,382000000,382000000
93,2,,Isabela 3rd District Engineering Office,,,314000000,314000000
93,2,,Isabela 4th District Engineering Office,,,263000000,263000000
93,2,,Nueva Vizcaya 2nd District Engineering Office,,,20000000,20000000
93,2,,Nueva Vizcaya District Engineering Office,,,20000000,20000000
93,1,,Region III - Central Luzon,,,4839500000,4839500000
93,2,,Aurora District Engineering Office,,,96000000,96000000
93,2,,Bataan 1st District Engineering Office,,,109000000,109000000
93,2,,Bataan 2nd District Engineering Office,,,205000000,205000000
93,2,,Bataan 3rd District Engineering Office,,,190000000,190000000
93,2,,Bulacan 1st District Engineering Office,,,976000000,976000000
93,2,,Bulacan 2nd District Engineering Office,,,540000000,540000000
93,2,,Bulacan 3rd District Engineering Office,,,295000000,295000000
93,2,,Nueva Ecija 1st District Engineering Office,,,619000000,619000000
93,2,,Nueva Ecija 2nd District Engineering Office,,,25000000,25000000
93,2,,Pampanga 1st District Engineering Office,,,112000000,112000000
94,2,,Pampanga 2nd District Engineering Office,,,100000000,100000000
94,2,,Tarlac 2nd District Engineering Office,,,96000000,96000000
94,2,,Tarlac District Engineering Office,,,460000000,460000000
94,2,,Zambales 1st District Engineering Office,,,149500000,149500000
94,2,,Zambales 2nd District Engineering Office,,,867000000,867000000
94,1,,Region IVA - CALABARZON,,,4206520000,4206520000
94,2,,Batangas 1st District Engineering Office,,,69000000,69000000
94,2,,Batangas 2nd District Engineering Office,,,396000000,396000000
94,2,,Batangas 3rd District Engineering Office,,,217000000,217000000
94,2,,Batangas 4th District Engineering Office,,,501520000,501520000
94,2,,Cavite 2nd District Engineering Office,,,45000000,45000000
94,2,,Cavite District Engineering Office,,,445000000,445000000
94,2,,Cavite Third District Engineering Office,,,250500000,250500000
94,2,,Laguna 1st District Engineering Office,,,264500000,264500000
94,2,,Laguna 2nd District Engineering Office,,,563500000,563500000
94,2,,Laguna 3rd District Engineering Office,,,455000000,455000000
94,2,,Quezon 1st District Engineering Office,,,339000000,339000000
94,2,,Quezon 2nd District Engineering Office,,,81000000,81000000
94,2,,Quezon 3rd District Engineering Office,,,223500000,223500000
94,2,,Quezon 4th District Engineering Office,,,245000000,245000000
94,2,,Rizal 1st District Engineering Office,,,111000000,111000000
94,1,,Region IVB - MIMAROPA,,,872000000,872000000
94,2,,Marinduque District Engineering Office,,,57000000,57000000
94,2,,Mindoro Occidental District Engineering Office,,,173500000,173500000
94,2,,Mindoro Oriental District Engineering Office,,,120000000,120000000
95,2,,Palawan 1st District Engineering Office,,,179000000,179000000
95,2,,Palawan 2nd District Engineering Office,,,5000000,5000000
95,2,,Palawan 3rd District Engineering Office,,,91500000,91500000
95,2,,Romblon District Engineering Office,,,124000000,124000000
95,2,,Southern Mindoro District Engineering Office,,,122000000,122000000
95,1,,Region V - Bicol,,,1219000000,1219000000
95,2,,Albay 1st District Engineering Office,,,34000000,34000000
95,2,,Albay 2nd District Engineering Office,,,138500000,138500000
95,2,,Camarines Norte District Engineering Office,,,45000000,45000000
95,2,,Camarines Sur 1st District Engineering Office,,,97000000,97000000
95,2,,Camarines Sur 2nd District Engineering Office,,,40000000,40000000
95,2,,Camarines Sur 3rd District Engineering Office,,,105000000,105000000
95,2,,Camarines Sur 4th District Engineering Office,,,172500000,172500000
95,2,,Camarines Sur 5th District Engineering Office,,,75000000,75000000
95,2,,Catanduanes District Engineering Office,,,316000000,316000000
95,2,,Sorsogon 2nd District Engineering Office,,,196000000,196000000
95,1,,Region VI - Western Visayas,,,1549900000,1549900000
95,2,,Aklan District Engineering Office,,,216000000,216000000
95,2,,Capiz 1st District,,,124000000,124000000
95,2,,Engineering Office Capiz 2nd District Engineering Office,,,69550000,69550000
95,2,,Guimaras District Engineering Office,,,45000000,45000000
95,2,,Iloilo 1st District Engineering Office,,,232500000,232500000
95,2,,Iloilo 2nd District Engineering Office,,,152500000,152500000
96,2,,Iloilo 3rd District Engineering Office,,,120750000,120750000
96,2,,Iloilo 4th District Engineering Office,,,264100000,264100000
96,2,,Iloilo 6th District Engineering Office,,,60500000,60500000
96,2,,Iloilo City District Engineering Office,,,265000000,265000000
96,1,,Negros Island Region (NIR),,,964300000,964300000
96,2,,Bacolod City District Engineering Office,,,400000000,400000000
96,2,,Negros Occidental 1st District Engineering Office,,,143000000,143000000
96,2,,Negros Occidental 2nd District Engineering Office,,,30000000,30000000
96,2,,Negros Occidental 3rd District Engineering Office,,,95000000,95000000
96,2,,Negros Occidental 4th District Engineering Office,,,74000000,74000000
96,2,,Negros Occidental 5th District Engineering Office,,,18000000,18000000
96,2,,Negros Oriental 1st District Engineering Office,,,61000000,61000000
96,2,,Negros Oriental 2nd District Engineering Office,,,46000000,46000000
96,2,,Negros Oriental 3rd District Engineering Office,,,45000000,45000000
96,2,,Siquijor District Engineering Office,,,52300000,52300000
96,1,,Region VII - Central Visayas,,,789000000,789000000
96,2,,Bohol 1st District Engineering Office,,,25000000,25000000
96,2,,Bohol 2nd District Engineering Office,,,15000000,15000000
96,2,,Cebu 1st District Engineering Office,,,65000000,65000000
96,2,,Cebu 2nd District Engineering Office,,,140000000,140000000
96,2,,Cebu 5th District Engineering Office,,,30000000,30000000
96,2,,Cebu 6th District Engineering Office,,,155000000,155000000
96,2,,Cebu 7th District Engineering Office,,,259000000,259000000
97,2,,Cebu City District Engineering Office,,,100000000,100000000
97,1,,Region VIII - Eastern Visayas,,,1271576000,1271576000
97,2,,Biliran District Engineering Office,,,196000000,196000000
97,2,,Eastern Samar District Engineering Office,,,55000000,55000000
97,2,,Leyte 2nd District Engineering Office,,,325800000,325800000
97,2,,Leyte 3rd District Engineering Office,,,85000000,85000000
97,2,,Leyte 4th District Engineering Office,,,10000000,10000000
97,2,,Leyte 5th District Engineering Office,,,135000000,135000000
97,2,,Northern Samar 1st District Engineering Office,,,225209000,225209000
97,2,,Northern Samar 2nd District Engineering Office,,,34567000,34567000
97,2,,Samar 1st District Engineering Office,,,125000000,125000000
97,2,,Samar 2nd District Engineering Office,,,80000000,80000000
97,1,,Region IX - Zamboanga Peninsula,,,853000000,853000000
97,2,,Sulu 1st District Engineering Office,,,30000000,30000000
97,2,,Sulu 2nd District Engineering Office,,,65000000,65000000
97,2,,Zamboanga City 1st District Engineering Office,,,40000000,40000000
97,2,,Zamboanga del Norte 1st District Engineering Office,,,30000000,30000000
97,2,,Zamboanga del Norte 3rd District Engineering Office,,,130000000,130000000
97,2,,Zamboanga del Norte 4th District Engineering Office,,,38000000,38000000
97,2,,Zamboanga del Sur 2nd District Engineering Office,,,5000000,5000000
97,2,,Zamboanga Sibugay 1st District Engineering Office,,,309000000,309000000
97,2,,Zamboanga Sibugay 2nd District Engineering Office,,,206000000,206000000
98,1,,Region X - Northern Mindanao,,,1578000000,1578000000
98,2,,Bukidnon 2nd District Engineering Office,,,10000000,10000000
98,2,,Bukidnon 3rd District Engineering Office,,,24000000,24000000
98,2,,Cagayan de Oro City 1st District Engineering Office,,,112000000,112000000
98,2,,Cagayan de Oro City 2nd District Engineering Office,,,185500000,185500000
98,2,,Camiguin District Engineering Office,,,247000000,247000000
98,2,,Iligan City District Engineering Office,,,18000000,18000000
98,2,,Lanao del Norte 1st District Engineering Office,,,211500000,211500000
98,2,,Lanao del Norte 2nd District Engineering Office,,,462000000,462000000
98,2,,Misamis Occidental 2nd District Engineering Office,,,14000000,14000000
98,2,,Misamis Occidental District Engineering Office,,,60000000,60000000
98,2,,Misamis Oriental 1st District Engineering Office,,,146000000,146000000
98,2,,Misamis Oriental 2nd District Engineering Office,,,88000000,88000000
98,1,,Region XI - Davao,,,810500000,810500000
98,2,,Davao de Oro 1st District Engineering Office,,,113000000,113000000
98,2,,Davao de Oro 2nd District Engineering Office,,,90500000,90500000
98,2,,Davao del Norte 2nd District Engineering Office,,,415000000,415000000
98,2,,Davao del Norte District Engineering Office,,,47000000,47000000
98,2,,Davao del Sur District Engineering Office,,,145000000,145000000
98,1,,Region XII - SOCCSKSARGEN,,,612000000,612000000
98,2,,Cotabato 1st District Engineering Office,,,54000000,54000000
98,2,,Cotabato 2nd District Engineering Office,,,178000000,178000000
99,2,,Cotabato 3rd District Engineering Office,,,142000000,142000000
99,2,,South Cotabato 2nd District Engineering Office,,,80000000,80000000
99,2,,Sultan Kudarat 1st District Engineering Office,,,10000000,10000000
99,2,,Sultan Kudarat 2nd District Engineering Office,,,148000000,148000000
99,1,,Region XIII - CARAGA,,,865500000,865500000
99,2,,Agusan del Norte District Engineering Office,,,45000000,45000000
99,2,,Butuan City District Engineering Office,,,305000000,305000000
99,2,,Dinagat Islands District Engineering Office,,,66000000,66000000
99,2,,Surigao del Norte 1st District Engineering Office,,,140000000,140000000
99,2,,Surigao del Norte 2nd District Engineering Office,,,107500000,107500000
99,2,,Surigao del Sur 1st District Engineering Office,,,112000000,112000000
99,2,,Surigao del Sur 2nd District Engineering Office,,,90000000,90000000
99,1,300236000000000,Basic Infrastructure Program (BIP ) - Coastal Roads to Augment Resiliency of Coastal Communities Basic Infrastructure Program (BIP ) - Coastal Roads to Augment Resiliency of Coastal Communities,,,1381000000,1381000000
99,1,,National Capital Region (NCR),,,1240000000,1240000000
99,2,,Central Office,,,1240000000,1240000000
99,1,,Negros Island Region (NIR),,,30000000,30000000
99,2,,Negros Occidental 1st District Engineering Office,,,10000000,10000000
99,2,,Negros Occidental 2nd District Engineering Office,,,20000000,20000000
99,1,,Region VII - Central Visayas,,,111000000,111000000
99,2,,Cebu 6th District Engineering Office,,,111000000,111000000
100,1,300241000000000,Basic Infrastructure Program (BIP ) - Local Ports and Boat Landings Basic Infrastructure Program (BIP ) - Local Ports and Boat Landings,,,419000000,419000000
100,1,,National Capital Region (NCR),,,240000000,240000000
100,2,,Central Office,,,240000000,240000000
100,1,,Region I - Ilocos,,,10000000,10000000
100,2,,Pangasinan 1st District Engineering Office,,,10000000,10000000
100,1,,Region IVA - CALABARZON,,,27000000,27000000
100,2,,Batangas 2nd District Engineering Office,,,27000000,27000000
100,1,,Region IVB - MIMAROPA,,,32000000,32000000
100,2,,Palawan 3rd District Engineering Office,,,27000000,27000000
100,2,,Southern Mindoro District Engineering Office,,,5000000,5000000
100,1,,Region V - Bicol,,,30000000,30000000
100,2,,Masbate 3rd District Engineering Office,,,30000000,30000000
100,1,,Region VII - Central Visayas,,,50000000,50000000
100,2,,Bohol 2nd District Engineering Office,,,50000000,50000000
100,1,,Region XII - SOCCSKSARGEN,,,15000000,15000000
100,2,,Sarangani District Engineering Office,,,15000000,15000000
100,1,,Region XIII - CARAGA,,,15000000,15000000
100,2,,Surigao del Norte 1st District Engineering Office,,,10000000,10000000
100,2,,Surigao del Norte 2nd District Engineering Office,,,5000000,5000000
100,,,"Sub-total, Operations",,,440741388000,440741388000
100,,,"Sub-total, Program (s)",14922297000,24685746000,470821286000,510429329000
101,0,,B. PROJECTS,,,,
101,0,,B.1 LOCALLY-FUNDED PROJECT (S),,,,
101,1,300105201793000,Buildings And Other Structures - MULTIPURPOSE / FACILITIES - National Building Program,,,13433675000,13433675000
101,1,,National Capital Region (NCR),,,11302700000,11302700000
101,2,,Central Office,,,11282700000,11282700000
101,2,,Metro Manila 2nd District Engineering Office,,,20000000,20000000
101,1,,Region I - Ilocos,,,138000000,138000000
101,2,,Ilocos Norte 1st District Engineering Office,,,10000000,10000000
101,2,,Ilocos Sur 1st District Engineering Office,,,40000000,40000000
101,2,,La Union 1st District Engineering Office,,,80000000,80000000
101,2,,Pangasinan 1st District Engineering Office,,,8000000,8000000
101,1,,Cordillera Administrative Region (CAR),,,17000000,17000000
101,2,,Upper Kalinga District Engineering Office,,,17000000,17000000
101,1,,Region II - Cagayan Valley,,,180500000,180500000
101,2,,Batanes District Engineering Office,,,23000000,23000000
101,2,,Cagayan 3rd District Engineering Office,,,42500000,42500000
101,2,,Isabela 1st District Engineering Office,,,30000000,30000000
101,2,,Nueva Vizcaya District Engineering Office,,,15000000,15000000
101,2,,Quirino District Engineering Office,,,70000000,70000000
101,1,,Region III - Central Luzon,,,233000000,233000000
101,2,,Bataan 2nd District Engineering Office,,,15000000,15000000
101,2,,Bulacan 1st District Engineering Office,,,17000000,17000000
101,2,,Bulacan 2nd District Engineering Office,,,82000000,82000000
101,2,,Nueva Ecija 1st District Engineering Office,,,9000000,9000000
101,2,,Nueva Ecija 2nd District Engineering Office,,,100000000,100000000
101,2,,Pampanga 1st District Engineering Office,,,10000000,10000000
102,1,,Region IVA - CALABARZON,,,150000000,150000000
102,2,,Batangas 3rd District Engineering Office,,,50000000,50000000
102,2,,Batangas 4th District Engineering Office,,,50000000,50000000
102,2,,Cavite 2nd District Engineering Office,,,50000000,50000000
102,1,,Region IVB - MIMAROPA,,,150000000,150000000
102,2,,Marinduque District Engineering Office,,,25000000,25000000
102,2,,Mindoro Occidental District Engineering Office,,,45000000,45000000
102,2,,Palawan 3rd District Engineering Office,,,59000000,59000000
102,2,,Romblon District Engineering Office,,,21000000,21000000
102,1,,Region V - Bicol,,,75000000,75000000
102,2,,Camarines Sur 3rd District Engineering Office,,,55000000,55000000
102,2,,Masbate 2nd District Engineering Office,,,20000000,20000000
102,1,,Region VI - Western Visayas,,,320075000,320075000
102,2,,Capiz 1st District Engineering Office,,,50000000,50000000
102,2,,Guimaras District Engineering Office,,,170000000,170000000
102,2,,Iloilo 2nd District Engineering Office,,,25075000,25075000
102,2,,Iloilo 6th District Engineering Office,,,55000000,55000000
102,2,,Iloilo City District Engineering Office,,,20000000,20000000
102,1,,Negros Island Region (NIR),,,76500000,76500000
102,2,,Negros Occidental 2nd District Engineering Office,,,40000000,40000000
102,2,,Negros Occidental 5th District Engineering Office,,,6500000,6500000
102,2,,Siquijor District Engineering Office,,,30000000,30000000
102,1,,Region VIII - Eastern Visayas,,,244900000,244900000
102,2,,Eastern Samar District Engineering Office,,,188000000,188000000
103,2,,Leyte 1st District Engineering Office,,,6900000,6900000
103,2,,Northern Samar 2nd District Engineering Office,,,50000000,50000000
103,1,,Region X - Northern Mindanao,,,100000000,100000000
103,2,,Lanao del Norte 1st District Engineering Office,,,50000000,50000000
103,2,,Lanao del Norte 2nd District Engineering Office,,,50000000,50000000
103,1,,Region XI - Davao,,,374000000,374000000
103,2,,Davao de Oro 1st District Engineering Office,,,84000000,84000000
103,2,,Davao del Norte 2nd District Engineering Office,,,170000000,170000000
103,2,,Davao del Sur District Engineering Office,,,50000000,50000000
103,2,,Davao Occidental District Engineering Office,,,30000000,30000000
103,2,,Davao Oriental 1st District Engineering Office,,,40000000,40000000
103,1,,Region XIII - CARAGA,,,72000000,72000000
103,2,,Butuan City District Engineering Office,,,72000000,72000000
103,1,300110200003000,"Public Private Partnership Strategic Support Fund (including ROW, Subsidy, and Variations)",,,1000000000,1000000000
103,1,,National Capital Region (NCR),,,1000000000,1000000000
103,2,,Central Office,,,1000000000,1000000000
103,,,"Sub-total, Locally-Funded Project (s)",,,14433675000,14433675000
103,0,,B.2 FOREIGN-ASSISTED PROJECT (S),,,,
103,1,310101300003000,"B.2 FOREIGN-ASSISTED PROJECT (S) Mindanao Transport Connectivity Improvement Project, IBRD Loan No. 9775-PH",,,5211754000,5211754000
103,1,,National Capital Region (NCR),,,5211754000,5211754000
103,2,,Central Office,,,5211754000,5211754000
103,2,,Loan Proceeds,,,2898743000,2898743000
103,2,,GOP Counterpart,,,2313011000,2313011000
104,1,310106300002000,"Reconstruction and Development Plan for Greater Marawi, Stage 2 , (Bangon Marawi Output 2 ), ADB Loan No. 3769 - PHI",,,2870547000,2870547000
104,1,,National Capital Region (NCR),,,2870547000,2870547000
104,2,,Central Office,,,2870547000,2870547000
104,2,,Loan Proceeds,,,1919101000,1919101000
104,2,,GOP Counterpart,,,951446000,951446000
104,1,310204300003000,"Davao City Bypass Construction Project , (South and Center Sections ), Package I, JICA Loan No. PH-P261",,,145817000,145817000
104,1,,National Capital Region (NCR),,,145817000,145817000
104,2,,Central Office,,,145817000,145817000
104,2,,GOP Counterpart,,,145817000,145817000
104,1,310204300008000,"Philippines-Korea Project Preparation Facility (PK-PPF ), KEDCF Loan No. PHL - 20, Roads and Bridges Facility",,,283528000,283528000
104,1,,National Capital Region (NCR),,,283528000,283528000
104,2,,Central Office,,,283528000,283528000
104,2,,Loan Proceeds,,,192052000,192052000
104,2,,GOP Counterpart,,,91476000,91476000
104,1,310204300011000,"Cebu-Mactan Bridge (4th Bridge) and Coastal Road Construction Project, JICA Loan No. PH-P274",,,8570911000,8570911000
104,1,,National Capital Region (NCR),,,8570911000,8570911000
104,2,,Central Office,,,8570911000,8570911000
104,2,,Loan Proceeds,,,6055623000,6055623000
104,2,,GOP Counterpart,,,2515288000,2515288000
104,1,310204300013000,"Dalton Pass East Alignment Road Project, JICA Loan No. PH-P280",,,1054475000,1054475000
104,1,,National Capital Region (NCR),,,1054475000,1054475000
104,2,,Central Office,,,1054475000,1054475000
104,2,,Loan Proceeds,,,876690000,876690000
104,2,,GOP Counterpart,,,177785000,177785000
104,1,310204300015000,"Bataan-Cavite Interlink Bridge (BCIB) Project, ADB Loan No. 4432 - PHI and AIIB Loan No. L0724A",,,22494406000,22494406000
104,1,,National Capital Region (NCR),,,22494406000,22494406000
104,2,,Central Office,,,22494406000,22494406000
104,2,,Loan Proceeds,,,9176106000,9176106000
104,2,,GOP Counterpart,,,13318300000,13318300000
105,1,310204300016000,"Laguna Lakeshore Road Network (LLRN) Project - Phase I, KEDCF Loan No. PHL-27, ADB Loan No. 4523-PHI and AIIB Loan No. L0725A",,,35209919000,35209919000
105,1,,National Capital Region (NCR),,,35209919000,35209919000
105,2,,Central Office,,,35209919000,35209919000
105,2,,Loan Proceeds,,,25731596000,25731596000
105,2,,GOP Counterpart,,,9478323000,9478323000
105,1,310204300018000,"Panglao Island-Tagbilaran City Offshore Bridge Connector (PTCOBC ), Main Bridge and Dupinga Bridge, Proposed for French ODA",,,166191000,166191000
105,1,,National Capital Region (NCR),,,166191000,166191000
105,2,,Central Office,,,166191000,166191000
105,2,,GOP Counterpart,,,166191000,166191000
105,1,310204300019000,"Davao City Bypass Construction Project (II ) (South and Center Sections ), Package I, JICA Loan No. PH-P273",,,4393942000,4393942000
105,1,,National Capital Region (NCR),,,4393942000,4393942000
105,2,,Central Office,,,4393942000,4393942000
105,2,,Loan Proceeds,,,3839554000,3839554000
105,2,,GOP Counterpart,,,554388000,554388000
