page,tier,code,label,ps,mooe,co,total
49,2,,Ilocos Sur 2nd District Engineering Office,,,2000000,2000000
49,2,,La Union 1st District Engineering Office,,,8580000,8580000
49,1,,Cordillera Administrative Region (CAR),,,19970000,19970000
49,2,,Ifugao 1st District Engineering Office,,,19970000,19970000
49,1,,Region III - Central Luzon,,,22835000,22835000
49,2,,Pampanga 1st District Engineering Office,,,22835000,22835000
49,1,,Region IVA - CALABARZON,,,50000000,50000000
49,2,,Batangas 2nd District Engineering Office,,,30000000,30000000
49,2,,Rizal 1st District Engineering Office,,,20000000,20000000
49,1,,Region VIII - Eastern Visayas,,,8768000,8768000
49,2,,Northern Samar 1st District Engineering Office,,,8768000,8768000
49,1,310200000000000,NETWORK DEVELOPMENT PROGRAM,,,92179924000,92179924000
49,1,310201000000000,Road Widening Primary Roads,,,4475859000,4475859000
49,1,310201100427000,Road Widening - Primary Roads,,,4475859000,4475859000
49,1,,National Capital Region (NCR),,,3965969000,3965969000
49,2,,Central Office,,,3965969000,3965969000
49,1,,Region IVA - CALABARZON,,,64645000,64645000
49,2,,Cavite Third District Engineering Office,,,5156000,5156000
49,2,,Laguna 1st District Engineering Office,,,59489000,59489000
49,1,,Region VI - Western Visayas,,,16365000,16365000
49,2,,Capiz 2nd District Engineering Office,,,16365000,16365000
50,1,,Negros Island Region (NIR),,,83061000,83061000
50,2,,Negros Oriental 3rd District Engineering Office,,,83061000,83061000
50,1,,Region VII - Central Visayas,,,48020000,48020000
50,2,,Cebu 1st District Engineering Office,,,48020000,48020000
50,1,,Region VIII - Eastern Visayas,,,35342000,35342000
50,2,,Leyte 2nd District Engineering Office,,,32337000,32337000
50,2,,Leyte 4th District Engineering Office,,,3005000,3005000
50,1,,Region IX - Zamboanga Peninsula,,,103283000,103283000
50,2,,Zamboanga del Sur 1st District Engineering Office,,,103283000,103283000
50,1,,Region XI - Davao,,,62500000,62500000
50,2,,Davao del Sur District Engineering Office,,,62500000,62500000
50,1,,Region XII - SOCCSKSARGEN,,,96674000,96674000
50,2,,Cotabato 1st District Engineering Office,,,14047000,14047000
50,2,,Cotabato 3rd District Engineering Office,,,82627000,82627000
50,1,310202000000000,Road Widening Secondary Roads,,,10362723000,10362723000
50,1,310202100452000,Road Widening - Secondary Roads,,,10362723000,10362723000
50,1,,National Capital Region (NCR),,,6981721000,6981721000
50,2,,Central Office,,,6981721000,6981721000
50,1,,Cordillera Administrative Region (CAR),,,127283000,127283000
50,2,,Apayao 2nd District Engineering Office,,,41000000,41000000
50,2,,Lower Kalinga District Engineering Office,,,86283000,86283000
50,1,,Region III - Central Luzon,,,311011000,311011000
50,2,,Bataan 1st District Engineering Office,,,10566000,10566000
50,2,,Bataan 3rd District Engineering Office,,,238392000,238392000
50,2,,Tarlac District Engineering Office,,,62053000,62053000
51,1,,Region IVA - CALABARZON,,,171183000,171183000
51,2,,Batangas 2nd District Engineering Office,,,21887000,21887000
51,2,,Batangas 3rd District Engineering Office,,,39490000,39490000
51,2,,Laguna 1st District Engineering Office,,,49586000,49586000
51,2,,Laguna 3rd District Engineering Office,,,60220000,60220000
51,1,,Region IVB - MIMAROPA,,,355063000,355063000
51,2,,Mindoro Occidental District Engineering Office,,,105680000,105680000
51,2,,Mindoro Oriental District Engineering Office,,,57487000,57487000
51,2,,Palawan 1st District Engineering Office,,,3142000,3142000
51,2,,Palawan 2nd District Engineering Office,,,138782000,138782000
51,2,,Palawan 3rd District Engineering Office,,,46972000,46972000
51,2,,Southern Mindoro District Engineering Office,,,3000000,3000000
51,1,,Region V - Bicol,,,793247000,793247000
51,2,,Albay 1st District Engineering Office,,,33431000,33431000
51,2,,Albay 3rd District Engineering Office,,,8545000,8545000
51,2,,Masbate 1st District Engineering Office,,,6467000,6467000
51,2,,Masbate 2nd District Engineering Office,,,27456000,27456000
51,2,,Masbate 3rd District Engineering Office,,,717348000,717348000
51,1,,Region VI - Western Visayas,,,272747000,272747000
51,2,,Aklan District Engineering Office,,,242402000,242402000
51,2,,Capiz 2nd District Engineering Office,,,30345000,30345000
51,1,,Negros Island Region (NIR),,,88290000,88290000
51,2,,Negros Occidental 3rd District Engineering Office,,,88290000,88290000
52,1,,Region VII - Central Visayas,,,199874000,199874000
52,2,,Bohol 1st District Engineering Office,,,65387000,65387000
52,2,,Bohol 2nd District Engineering Office,,,100000000,100000000
52,2,,Bohol 3rd District Engineering Office,,,34487000,34487000
52,1,,Region VIII - Eastern Visayas,,,303299000,303299000
52,2,,Biliran District Engineering Office,,,74500000,74500000
52,2,,Leyte 4th District Engineering Office,,,84799000,84799000
52,2,,Northern Samar 2nd District Engineering Office,,,94000000,94000000
52,2,,Tacloban City District Engineering Office,,,50000000,50000000
52,1,,Region IX - Zamboanga Peninsula,,,378734000,378734000
52,2,,Zamboanga del Norte 4th District Engineering Office,,,378734000,378734000
52,1,,Region X - Northern Mindanao,,,106001000,106001000
52,2,,Camiguin District Engineering Office,,,71846000,71846000
52,2,,Misamis Oriental 2nd District Engineering Office,,,34155000,34155000
52,1,,Region XI - Davao,,,77017000,77017000
52,2,,Davao del Norte 2nd District Engineering Office,,,40154000,40154000
52,2,,Davao Occidental District Engineering Office,,,36863000,36863000
52,1,,Region XII - SOCCSKSARGEN,,,133704000,133704000
52,2,,Cotabato 1st District Engineering Office,,,43110000,43110000
52,2,,Cotabato 3rd District Engineering Office,,,32280000,32280000
52,2,,Sarangani District Engineering Office,,,29662000,29662000
52,2,,Sultan Kudarat 2nd District Engineering Office,,,28652000,28652000
52,1,,Region XIII - CARAGA,,,63549000,63549000
52,2,,Dinagat Islands District Engineering Office,,,23462000,23462000
53,2,,Surigao del Norte 1st District Engineering Office,,,40087000,40087000
53,1,310203000000000,Road Widening Tertiary Roads,,,1630698000,1630698000
53,1,310203100259000,Road Widening - Tertiary Roads,,,1630698000,1630698000
53,1,,National Capital Region (NCR),,,1242097000,1242097000
53,2,,Central Office,,,1242097000,1242097000
53,1,,Region III - Central Luzon,,,41654000,41654000
53,2,,Bulacan 2nd District Engineering Office,,,41654000,41654000
53,1,,Region IVB - MIMAROPA,,,12006000,12006000
53,2,,Palawan 1st District Engineering Office,,,12006000,12006000
53,1,,Region V - Bicol,,,56526000,56526000
53,2,,Albay 1st District Engineering Office,,,12627000,12627000
53,2,,Albay 3rd District EngineeringOffice,,,20990000,20990000
53,2,,Masbate 3rd District Engineering Office,,,22909000,22909000
53,1,,Region VI - Western Visayas,,,48389000,48389000
53,2,,Capiz 2nd District Engineering Office,,,48389000,48389000
53,1,,Region VIII - Eastern Visayas,,,41042000,41042000
53,2,,Leyte 4th District Engineering Office,,,41042000,41042000
53,1,,Region XII - SOCCSKSARGEN,,,111053000,111053000
53,2,,Cotabato 2nd District Engineering Office,,,67557000,67557000
53,2,,Cotabato 3rd District Engineering Office,,,43496000,43496000
53,1,,Region XIII - CARAGA,,,77931000,77931000
53,2,,Dinagat Islands District Engineering Office,,,41185000,41185000
53,2,,Surigao del Norte 1st District Engineering Office,,,36746000,36746000
54,1,310204000000000,Construction of By pass and Diversion Roads,,,46458080000,46458080000
54,1,310204100666000,Construction of By pass and Diversion Roads,,,46458080000,46458080000
54,1,,National Capital Region (NCR),,,44610657000,44610657000
54,2,,Central Office,,,44610657000,44610657000
54,1,,Cordillera Administrative Region (CAR),,,148948000,148948000
54,2,,Baguio City District Engineering Office,,,113948000,113948000
54,2,,Upper Kalinga District Engineering Office,,,35000000,35000000
54,1,,Region II - Cagayan Valley,,,25500000,25500000
54,2,,Cagayan 2nd District Engineering Office,,,19500000,19500000
54,2,,Isabela 4th District Engineering Office,,,6000000,6000000
54,1,,Region III - Central Luzon,,,74500000,74500000
54,2,,Nueva Ecija 1st District Engineering Office,,,30000000,30000000
54,2,,Zambales 2nd District Engineering Office,,,44500000,44500000
54,1,,Region IVA - CALABARZON,,,354500000,354500000
54,2,,Quezon 1st District Engineering Office,,,50000000,50000000
54,2,,Quezon 3rd District Engineering Office,,,64500000,64500000
54,2,,Quezon 4th District Engineering Office,,,190000000,190000000
54,2,,Rizal 2nd District Engineering Office,,,50000000,50000000
54,1,,Region V - Bicol,,,100000000,100000000
54,2,,Albay 1st District Engineering Office,,,20000000,20000000
54,2,,Camarines Sur 2nd District Engineering Office,,,80000000,80000000
54,1,,Region VI - Western Visayas,,,90220000,90220000
54,2,,Capiz 1st District Engineering Office,,,51420000,51420000
54,2,,Capiz 2nd District Engineering Office,,,5000000,5000000
54,2,,Iloilo 3rd District Engineering Office,,,33800000,33800000
55,1,,Region VII - Central Visayas,,,88000000,88000000
55,2,,Cebu 3rd District Engineering Office,,,88000000,88000000
55,1,,Region VIII - Eastern Visayas,,,129000000,129000000
55,2,,Leyte 3rd District Engineering Office,,,55000000,55000000
55,2,,Leyte 5th District Engineering Office,,,74000000,74000000
55,1,,Region IX - Zamboanga Peninsula,,,506285000,506285000
55,2,,Zamboanga del Norte 1st District Engineering Office,,,28108000,28108000
55,2,,Zamboanga del Norte 3rd District Engineering Office,,,25000000,25000000
55,2,,Zamboanga del Sur 1st District Engineering Office,,,241290000,241290000
55,2,,Zamboanga del Sur 2nd District Engineering Office,,,120000000,120000000
55,2,,Zamboanga Sibugay 1st District Engineering Office,,,91887000,91887000
55,1,,Region X - Northern Mindanao,,,20000000,20000000
55,2,,Misamis Oriental 1st District Engineering Office,,,20000000,20000000
55,1,,Region XI - Davao,,,50000000,50000000
55,2,,Davao Oriental 1st District Engineering Office,,,50000000,50000000
55,1,,Region XII - SOCCSKSARGEN,,,69470000,69470000
55,2,,Sarangani District Engineering Office,,,51500000,51500000
55,2,,South Cotabato 2nd District Engineering Office,,,17970000,17970000
55,1,,Region XIII - CARAGA,,,191000000,191000000
55,2,,Agusan del Sur 1st District Engineering Office,,,30000000,30000000
55,2,,Agusan del Sur 2nd District Engineering Office,,,46000000,46000000
55,2,,Butuan City District Engineering Office,,,115000000,115000000
56,1,310205000000000,Construction of Missing Links / New Roads,,,23911762000,23911762000
56,1,310205100359000,Construction of Missing Links / New Roads,,,23911762000,23911762000
56,1,,National Capital Region (NCR),,,23524496000,23524496000
56,2,,Central Office,,,23524496000,23524496000
56,1,,Cordillera Administrative Region (CAR),,,92129000,92129000
56,2,,Abra District Engineering Office,,,25284000,25284000
56,2,,Apayao 2nd District Engineering Office,,,50000000,50000000
56,2,,Ifugao 1st District Engineering Office,,,16845000,16845000
56,1,,Region IVA - CALABARZON,,,121200000,121200000
56,2,,Cavite 2nd District Engineering Office,,,21200000,21200000
56,2,,Quezon 4th District Engineering Office,,,100000000,100000000
56,1,,Region V - Bicol,,,59000000,59000000
56,2,,Camarines Sur 4th District Engineering Office,,,47000000,47000000
56,2,,Masbate 2nd District Engineering Office,,,12000000,12000000
56,1,,Region VIII - Eastern Visayas,,,30000000,30000000
56,2,,Leyte 4th District Engineering Office,,,30000000,30000000
56,1,,Region XII - SOCCSKSARGEN,,,84937000,84937000
56,2,,Sultan Kudarat 1st District Engineering Office,,,84937000,84937000
56,1,310206000000000,Construction of Flyovers / Interchanges / Underpasses / Long Span Bridges,,,734717000,734717000
56,1,310206100025000,Construction of Flyovers / Interchanges / Underpasses / Long Span Bridges,,,734717000,734717000
56,1,,National Capital Region (NCR),,,734717000,734717000
56,2,,Central Office,,,734717000,734717000
56,1,310207000000000,Off Carriageway Improvement Primary Roads,,,1313665000,1313665000
56,1,310207100075000,Off Carriageway Improvement Primary Roads,,,1313665000,1313665000
56,1,,National Capital Region (NCR),,,923858000,923858000
56,2,,Central Office,,,923858000,923858000
57,1,,Cordillera Administrative Region (CAR),,,15000000,15000000
57,2,,Lower Kalinga District Engineering Office,,,15000000,15000000
57,1,,Region II - Cagayan Valley,,,10870000,10870000
57,2,,Isabela 1st District Engineering Office,,,1711000,1711000
57,2,,Isabela 3rd District Engineering Office,,,9159000,9159000
57,1,,Region IVA - CALABARZON,,,7403000,7403000
57,2,,Laguna 3rd District Engineering Office,,,7403000,7403000
57,1,,Negros Island Region (NIR),,,97032000,97032000
57,2,,Bacolod City District Engineering Office,,,22032000,22032000
57,2,,Negros Oriental 2nd District Engineering Office,,,30000000,30000000
57,2,,Negros Oriental 3rd District Engineering Office,,,45000000,45000000
57,1,,Region X - Northern Mindanao,,,148843000,148843000
57,2,,Cagayan de Oro City 2nd District Engineering Office,,,83336000,83336000
57,2,,Misamis Oriental 1st District Engineering Office,,,65507000,65507000
57,1,,Region XI - Davao,,,96583000,96583000
57,2,,Davao City 2nd District Engineering Office,,,17283000,17283000
57,2,,Davao de Oro 1st District Engineering Office,,,45700000,45700000
57,2,,Davao Oriental 2nd District Engineering Office,,,33600000,33600000
57,1,,Region XII - SOCCSKSARGEN,,,14076000,14076000
57,2,,Cotabato 1st District Engineering Office,,,14076000,14076000
58,1,310208000000000,Off Carriageway Improvement Secondary Roads,,,1983747000,1983747000
58,1,310208100212000,Off Carriageway Improvement Secondary Roads,,,1983747000,1983747000
58,1,,National Capital Region (NCR),,,1289100000,1289100000
58,2,,Central Office,,,1289100000,1289100000
58,1,,Region I - Ilocos,,,10000000,10000000
58,2,,Pangasinan 3rd District Engineering Office,,,10000000,10000000
58,1,,Region II - Cagayan Valley,,,18500000,18500000
58,2,,Cagayan 2nd District Engineering Office,,,18500000,18500000
58,1,,Region III - Central Luzon,,,44000000,44000000
58,2,,Nueva Ecija 1st District Engineering Office,,,44000000,44000000
58,1,,Region IVA - CALABARZON,,,48464000,48464000
58,2,,Batangas 4th District Engineering Office,,,26063000,26063000
58,2,,Laguna 3rd District Engineering Office,,,22401000,22401000
58,1,,Negros Island Region (NIR),,,45000000,45000000
58,2,,Negros Oriental 3rd District Engineering Office,,,45000000,45000000
58,1,,Region VII - Central Visayas,,,2040000,2040000
58,2,,Cebu 4th District Engineering Office,,,2040000,2040000
58,1,,Region IX - Zamboanga Peninsula,,,46000000,46000000
58,2,,Zamboanga City 1st District Engineering Office,,,46000000,46000000
58,1,,Region X - Northern Mindanao,,,403140000,403140000
58,2,,Bukidnon 1st District Engineering Office,,,200000000,200000000
58,2,,Cagayan de Oro City 2nd District Engineering Office,,,30800000,30800000
58,2,,Iligan City District Engineering Office,,,172340000,172340000
58,1,,Region XIII - CARAGA,,,77503000,77503000
58,2,,Dinagat Islands District Engineering Office,,,27828000,27828000
59,2,,Surigao del Sur 2nd District Engineering Office,,,49675000,49675000
59,1,310209000000000,Off Carriageway Improvement Tertiary Roads,,,741599000,741599000
59,1,310209100178000,Off Carriageway Improvement Tertiary Roads,,,741599000,741599000
59,1,,National Capital Region (NCR),,,419590000,419590000
59,2,,Central Office,,,419590000,419590000
59,1,,Cordillera Administrative Region (CAR),,,20000000,20000000
59,2,,Lower Kalinga District Engineering Office,,,20000000,20000000
59,1,,Region II - Cagayan Valley,,,10912000,10912000
59,2,,Batanes District Engineering Office,,,10912000,10912000
59,1,,Region III - Central Luzon,,,49482000,49482000
59,2,,Bulacan 3rd District Engineering Office,,,7632000,7632000
59,2,,Nueva Ecija 1st District Engineering Office,,,41850000,41850000
59,1,,Region IVA - CALABARZON,,,51694000,51694000
59,2,,Batangas 4th District Engineering Office,,,46913000,46913000
59,2,,Laguna 3rd District Engineering Office,,,4781000,4781000
59,1,,Negros Island Region (NIR),,,111421000,111421000
59,2,,Negros Occidental 3rd District Engineering Office,,,45600000,45600000
59,2,,Negros Oriental 2nd District Engineering Office,,,40000000,40000000
59,2,,Negros Oriental 3rd District Engineering Office,,,15471000,15471000
59,2,,Siquijor District Engineering Office,,,10350000,10350000
59,1,,Region IX - Zamboanga Peninsula,,,28500000,28500000
59,2,,Zamboanga City 1st District Engineering Office,,,28500000,28500000
59,1,,Region XIII - CARAGA,,,50000000,50000000
59,2,,Surigao del Sur 1st District Engineering Office,,,50000000,50000000
60,1,310210000000000,Paving of Unpaved Roads Primary Roads,,,5000000,5000000
60,1,310210100004000,Paving of Unpaved Roads - Primary Roads,,,5000000,5000000
60,1,,National Capital Region (NCR),,,5000000,5000000
60,2,,Central Office,,,5000000,5000000
60,1,310211000000000,Paving of Unpaved Roads Secondary Roads,,,21992000,21992000
60,1,310211100053000,Paving of Unpaved Roads Secondary Roads,,,21992000,21992000
60,1,,Region IX - Zamboanga Peninsula,,,12074000,12074000
60,2,,Zamboanga City 1st District Engineering Office,,,12074000,12074000
60,1,,Region XI - Davao,,,9918000,9918000
60,2,,Davao Occidental District Engineering Office,,,9918000,9918000
60,1,310212000000000,Paving of Unpaved Roads Tertiary Roads,,,540082000,540082000
60,1,310212100112000,Paving of Unpaved Roads Tertiary Roads,,,540082000,540082000
60,1,,National Capital Region (NCR),,,267749000,267749000
60,2,,Central Office,,,267749000,267749000
60,1,,Region IX - Zamboanga Peninsula,,,26628000,26628000
60,2,,Zamboanga del Sur 2nd District Engineering Office,,,26628000,26628000
60,1,,Region X - Northern Mindanao,,,245705000,245705000
60,2,,Lanao del Norte 2nd District Engineering Office,,,245705000,245705000
60,1,310300000000000,BRIDGE PROGRAM,,,38987589000,38987589000
60,1,310301000000000,Replacement of Bridges (Temporary to Permanent),,,200000000,200000000
60,1,310301100002000,Replacement of Bridges (Temporary to Permanent),,,200000000,200000000
60,1,,National Capital Region (NCR),,,200000000,200000000
60,2,,Central Office,,,200000000,200000000
60,1,310302000000000,Replacement of Permanent Weak Bridges,,,12030210000,12030210000
60,1,310302100160000,Replacement of Permanent Weak Bridges,,,12030210000,12030210000
60,1,,National Capital Region (NCR),,,9965050000,9965050000
60,2,,Central Office,,,9940650000,9940650000
61,2,,South Manila District Engineering Office,,,24400000,24400000
61,1,,Cordillera Administrative Region (CAR),,,135000000,135000000
61,2,,Apayao 2nd District Engineering Office,,,85000000,85000000
61,2,,Benguet 2nd District Engineering Office,,,50000000,50000000
61,1,,Region II - Cagayan Valley,,,31200000,31200000
61,2,,Cagayan 1st District Engineering Office,,,31200000,31200000
61,1,,Region III - Central Luzon,,,316200000,316200000
61,2,,Aurora District Engineering Office,,,140000000,140000000
61,2,,Bataan 1st District Engineering Office,,,23200000,23200000
61,2,,Bataan 2nd District Engineering Office,,,18000000,18000000
61,2,,Bataan 3rd District Engineering Office,,,15000000,15000000
61,2,,Bulacan 1st District Engineering Office,,,25000000,25000000
61,2,,Nueva Ecija 1st District Engineering Office,,,75000000,75000000
61,2,,Nueva Ecija 2nd District Engineering Office,,,20000000,20000000
61,1,,Region IVA - CALABARZON,,,18000000,18000000
61,2,,Laguna 3rd District Engineering Office,,,18000000,18000000
61,1,,Region IVB - MIMAROPA,,,48430000,48430000
61,2,,Mindoro Occidental District Engineering Office,,,25000000,25000000
61,2,,Palawan 1st District Engineering Office,,,23430000,23430000
61,1,,Region V - Bicol,,,129000000,129000000
61,2,,Albay 1st District Engineering Office,,,10000000,10000000
61,2,,Camarines Norte District Engineering Office,,,84000000,84000000
61,2,,Camarines Sur 5th District Engineering Office,,,35000000,35000000
61,1,,Negros Island Region (NIR),,,60000000,60000000
61,2,,Siquijor District Engineering Office,,,60000000,60000000
62,1,,Region VII - Central Visayas,,,143000000,143000000
62,2,,Bohol 1st District Engineering Office,,,70000000,70000000
62,2,,Bohol 3rd District Engineering Office,,,14000000,14000000
62,2,,Cebu 4th District Engineering Office,,,59000000,59000000
62,1,,Region VIII - Eastern Visayas,,,254073000,254073000
62,2,,Eastern Samar District Engineering Office,,,20000000,20000000
62,2,,Leyte 1st District Engineering Office,,,27900000,27900000
62,2,,Leyte 3rd District Engineering Office,,,25308000,25308000
62,2,,Leyte 4th District Engineering Office,,,83207000,83207000
62,2,,Leyte 5th District Engineering Office,,,30450000,30450000
62,2,,Samar 1st District Engineering Office,,,35208000,35208000
62,2,,Tacloban City District Engineering Office,,,32000000,32000000
62,1,,Region IX - Zamboanga Peninsula,,,375000000,375000000
62,2,,Zamboanga del Norte 1st District Engineering Office,,,30000000,30000000
62,2,,Zamboanga del Sur 2nd District Engineering Office,,,345000000,345000000
62,1,,Region X - Northern Mindanao,,,357900000,357900000
62,2,,Bukidnon 1st District Engineering Office,,,32400000,32400000
62,2,,Lanao del Norte 1st District Engineering Office,,,91520000,91520000
62,2,,Misamis Occidental 2nd District Engineering Office,,,151980000,151980000
62,2,,Misamis Occidental District Engineering Office,,,32000000,32000000
62,2,,Misamis Oriental 2nd District Engineering Office,,,50000000,50000000
62,1,,Region XI - Davao,,,25200000,25200000
62,2,,Davao del Norte 2nd District Engineering Office,,,25200000,25200000
63,1,,Region XII - SOCCSKSARGEN,,,124157000,124157000
63,2,,Sultan Kudarat 2nd District Engineering Office,,,124157000,124157000
63,1,,Region XIII - CARAGA,,,48000000,48000000
63,2,,Surigao del Norte 2nd District Engineering Office,,,48000000,48000000
63,1,310303000000000,Retrofitting / Strengthening of Permanent Bridges,,,3007128000,3007128000
63,1,310303100755000,Retrofitting / Strengthening of Permanent Bridges,,,3007128000,3007128000
63,1,,National Capital Region (NCR),,,2147774000,2147774000
63,2,,Central Office,,,1964551000,1964551000
63,2,,Las Pi ñ as-Muntinlupa District Engineering Office,,,61000000,61000000
63,2,,Malabon-Navotas District Engineering Office,,,20000000,20000000
63,2,,Metro Manila 2nd District Engineering Office,,,33223000,33223000
63,2,,Quezon City 2nd District Engineering Office,,,69000000,69000000
63,1,,Cordillera Administrative Region (CAR),,,10000000,10000000
63,2,,Apayao 2nd District Engineering Office,,,10000000,10000000
63,1,,Region II - Cagayan Valley,,,76000000,76000000
63,2,,Isabela 2nd District Engineering Office,,,76000000,76000000
63,1,,Region III - Central Luzon,,,20000000,20000000
63,2,,Zambales 1st District Engineering Office,,,20000000,20000000
63,1,,Region IVA - CALABARZON,,,36000000,36000000
63,2,,Cavite 2nd District Engineering Office,,,28000000,28000000
63,2,,Quezon 1st District Engineering Office,,,8000000,8000000
63,1,,Region IVB - MIMAROPA,,,242323000,242323000
63,2,,Marinduque District Engineering Office,,,68523000,68523000
63,2,,Mindoro Occidental District Engineering Office,,,35000000,35000000
64,2,,Mindoro Oriental District Engineering Office,,,14200000,14200000
64,2,,Palawan 1st District Engineering Office,,,20000000,20000000
64,2,,Palawan 2nd District Engineering Office,,,32000000,32000000
64,2,,Romblon District Engineering Office,,,55500000,55500000
64,2,,Southern Mindoro District Engineering Office,,,17100000,17100000
64,1,,Region VI - Western Visayas,,,16800000,16800000
64,2,,Capiz 2nd District Engineering Office,,,16800000,16800000
64,1,,Negros Island Region (NIR),,,63000000,63000000
64,2,,Negros Occidental 5th District Engineering Office,,,3000000,3000000
64,2,,Siquijor District Engineering Office,,,60000000,60000000
64,1,,Region VII - Central Visayas,,,10000000,10000000
64,2,,Cebu 1st District Engineering Office,,,10000000,10000000
64,1,,Region VIII - Eastern Visayas,,,122431000,122431000
64,2,,Leyte 2nd District Engineering Office,,,65205000,65205000
64,2,,Leyte 4th District Engineering Office,,,57226000,57226000
64,1,,Region IX - Zamboanga Peninsula,,,3000000,3000000
64,2,,Zamboanga City 1st District Engineering Office,,,3000000,3000000
64,1,,Region X - Northern Mindanao,,,80000000,80000000
64,2,,Misamis Oriental 1st District Engineering Office,,,80000000,80000000
64,1,,Region XI - Davao,,,17000000,17000000
64,2,,Davao de Oro 1st District Engineering Office,,,17000000,17000000
64,1,,Region XII - SOCCSKSARGEN,,,132800000,132800000
64,2,,Cotabato 2nd District Engineering Office,,,82800000,82800000
65,2,,South Cotabato 1st District Engineering Office,,,50000000,50000000
65,1,,Region XIII - CARAGA,,,30000000,30000000
65,2,,Butuan City District Engineering Office,,,30000000,30000000
65,1,310304000000000,Rehabilitation / Major Repair of Permanent Bridges,,,3866717000,3866717000
65,1,310304100515000,Rehabilitation / Major Repair of Permanent Bridges,,,3866717000,3866717000
65,1,,National Capital Region (NCR),,,1820798000,1820798000
65,2,,Central Office,,,1610598000,1610598000
65,2,,Metro Manila 1st District Engineering Office,,,17000000,17000000
65,2,,Metro Manila 2nd District Engineering Office,,,42200000,42200000
65,2,,North Manila District Engineering Office,,,151000000,151000000
65,1,,Region I - Ilocos,,,42000000,42000000
65,2,,Ilocos Norte 1st District Engineering Office,,,42000000,42000000
65,1,,Cordillera Administrative Region (CAR),,,29100000,29100000
65,2,,Apayao 2nd District Engineering Office,,,4100000,4100000
65,2,,Benguet 1st District Engineering Office,,,2500000,2500000
65,2,,Mountain Province First District Engineering Office,,,22500000,22500000
65,1,,Region II - Cagayan Valley,,,72792000,72792000
65,2,,Batanes District Engineering Office,,,2000000,2000000
65,2,,Nueva Vizcaya 2nd District Engineering Office,,,70792000,70792000
65,1,,Region III - Central Luzon,,,159450000,159450000
65,2,,Aurora District Engineering Office,,,20000000,20000000
65,2,,Bataan 1st District Engineering Office,,,18000000,18000000
65,2,,Bataan 3rd District Engineering Office,,,63500000,63500000
65,2,,Bulacan 2nd District Engineering Office,,,20000000,20000000
66,2,,Nueva Ecija 1st District Engineering Office,,,5000000,5000000
66,2,,Nueva Ecija 2nd District Engineering Office,,,22950000,22950000
66,2,,Pampanga 2nd District Engineering Office,,,10000000,10000000
66,1,,Region IVA - CALABARZON,,,96180000,96180000
66,2,,Batangas 1st District Engineering Office,,,48000000,48000000
66,2,,Batangas 2nd District Engineering Office,,,6100000,6100000
66,2,,Batangas 3rd District Engineering Office,,,10000000,10000000
66,2,,Quezon 1st District Engineering Office,,,7000000,7000000
66,2,,Quezon 4th District Engineering Office,,,25080000,25080000
66,1,,Region IVB - MIMAROPA,,,105000000,105000000
66,2,,Mindoro Occidental District Engineering Office,,,30000000,30000000
66,2,,Palawan 2nd District Engineering Office,,,75000000,75000000
66,1,,Region V - Bicol,,,8000000,8000000
66,2,,Masbate 1st District Engineering Office,,,2000000,2000000
66,2,,Sorsogon 2nd District Engineering Office,,,6000000,6000000
66,1,,Region VI - Western Visayas,,,126780000,126780000
66,2,,Capiz 1st District Engineering Office,,,48730000,48730000
66,2,,Iloilo 2nd District Engineering Office,,,38050000,38050000
66,2,,Iloilo 4th District Engineering Office,,,30000000,30000000
66,2,,Iloilo City District Engineering Office,,,10000000,10000000
66,1,,Negros Island Region (NIR),,,119800000,119800000
66,2,,Negros Occidental 2nd District Engineering Office,,,10800000,10800000
66,2,,Negros Occidental 3rd District Engineering Office,,,90000000,90000000
66,2,,Negros Occidental 4th District Engineering Office,,,2000000,2000000
67,2,,Negros Occidental 5th District Engineering Office,,,17000000,17000000
67,1,,Region VII - Central Visayas,,,377301000,377301000
67,2,,Bohol 1st District Engineering Office,,,10000000,10000000
67,2,,Cebu 1st District Engineering Office,,,5000000,5000000
67,2,,Cebu 3rd District Engineering Office,,,20000000,20000000
67,2,,Cebu 4th District Engineering Office,,,126301000,126301000
67,2,,Cebu 5th District Engineering Office,,,50000000,50000000
67,2,,Cebu 6th District Engineering Office,,,50000000,50000000
67,2,,Cebu 7th District Engineering Office,,,19000000,19000000
67,2,,Cebu City District Engineering Office,,,97000000,97000000
67,1,,Region VIII - Eastern Visayas,,,347070000,347070000
67,2,,Biliran District Engineering Office,,,85000000,85000000
67,2,,Eastern Samar District Engineering Office,,,15000000,15000000
67,2,,Leyte 2nd District Engineering Office,,,66905000,66905000
67,2,,Leyte 4th District Engineering Office,,,27000000,27000000
67,2,,Leyte 5th District Engineering Office,,,12000000,12000000
67,2,,Northern Samar 1st District Engineering Office,,,97665000,97665000
67,2,,Northern Samar 2nd District Engineering Office,,,43500000,43500000
67,1,,Region IX - Zamboanga Peninsula,,,6200000,6200000
67,2,,Zamboanga Sibugay 2nd District Engineering Office,,,6200000,6200000
67,1,,Region X - Northern Mindanao,,,187460000,187460000
67,2,,Bukidnon 1st District Engineering Office,,,16000000,16000000
67,2,,Bukidnon 2nd District Engineering Office,,,32000000,32000000
67,2,,Bukidnon 4th District Engineering Office,,,95976000,95976000
68,2,,Cagayan de Oro City 2nd District Engineering Office,,,20000000,20000000
